event,start,end,n_active,n_bins,wc,p,abs_wc,significant
2185,26126.3416,26126.4224,22,5,0.28659692759996275,0.41916167664670656,0.28659692759996275,False
2187,26127.8664,26128.0072,28,8,0.6335274008197105,0.013972055888223553,0.6335274008197105,True
2195,26137.4328,26137.5176,17,5,-0.29581007550039473,0.47704590818363274,0.29581007550039473,False
2196,26139.8464,26139.9624,20,6,-0.28987952883813134,0.1157684630738523,0.28987952883813134,False
2201,26156.0864,26156.172,23,5,0.6389585121016955,0.06786427145708583,0.6389585121016955,False
2204,26310.3336,26310.472,35,7,-0.013477861330207242,0.9680638722554891,0.013477861330207242,False
2205,26317.232,26317.3744,35,8,-0.17418727011841584,0.4031936127744511,0.17418727011841584,False
2206,26327.7304,26327.9656,44,12,-0.07948332968838297,0.7245508982035929,0.07948332968838297,False
2209,26350.7744,26350.8704,31,5,0.39525168885768597,0.30538922155688625,0.39525168885768597,False
2213,26356.9688,26357.064,29,5,-0.021654944643298063,0.9580838323353293,0.021654944643298063,False
2214,26357.3832,26357.5552,47,9,-0.40860555918488684,0.1936127744510978,0.40860555918488684,False
2219,26367.6424,26367.7448,41,6,0.22116154192882168,0.3393213572854291,0.22116154192882168,False
2220,26372.3192,26372.4352,37,6,-0.8224541979601422,0.015968063872255488,0.8224541979601422,True
2221,26374.5048,26374.6168,24,6,0.11218882542581929,0.5968063872255489,0.11218882542581929,False
2232,26429.1504,26429.248,25,5,0.7924742280854391,0.031936127744510975,0.7924742280854391,True
2233,26432.9336,26433.0488,30,6,-0.9292552653888007,0.001996007984031936,0.9292552653888007,True
2242,26462.5928,26462.7,27,6,0.487197569183071,0.2215568862275449,0.487197569183071,False
2250,26481.22,26481.3144,23,5,0.08069163622119019,0.8363273453093812,0.08069163622119019,False
2259,26515.7488,26515.8352,20,5,-0.4805383356632325,0.05588822355289421,0.4805383356632325,False
2261,26520.4848,26520.5928,30,6,-0.6263562814434342,0.1317365269461078,0.6263562814434342,False
2262,26530.064,26530.1448,24,5,0.1374634381815377,0.6966067864271457,0.1374634381815377,False
2265,26548.5872,26548.6848,28,5,0.84356189755527,0.029940119760479042,0.84356189755527,True
2267,26548.8992,26548.9904,27,5,0.7643369516312791,0.0998003992015968,0.7643369516312791,False
2284,26592.7848,26592.916,23,7,0.46129844375171525,0.14570858283433133,0.46129844375171525,False
2290,26605.5992,26605.736,29,7,-0.49742268525958777,0.08982035928143713,0.49742268525958777,False
2297,26621.8872,26622.0208,36,7,-0.9507863264597849,0.001996007984031936,0.9507863264597849,True
2302,26644.8432,26644.9536,28,6,0.12902076695857442,0.782435129740519,0.12902076695857442,False
2303,26644.9912,26645.0952,34,6,0.3226071503221138,0.3972055888223553,0.3226071503221138,False
2305,26782.9784,26783.1104,30,7,0.08817933112033581,0.7664670658682635,0.08817933112033581,False
2308,26860.5,26860.5816,24,5,-0.043696088809086556,0.8602794411177644,0.043696088809086556,False
2318,26925.1688,26925.2624,34,5,0.04994632622963293,0.9261477045908184,0.04994632622963293,False
2324,26934.8416,26935.0192,41,9,0.3180523939209707,0.22355289421157684,0.3180523939209707,False
2337,26966.3752,26966.5144,38,7,0.746749384887656,0.013972055888223553,0.746749384887656,True
2343,26972.2376,26972.3784,43,8,-0.006074813278770016,0.9760479041916168,0.006074813278770016,False
2352,27024.8328,27024.9448,17,6,-0.593112039560489,0.013972055888223553,0.593112039560489,True
2353,27036.4792,27036.572,23,5,-0.30387875526378305,0.2634730538922156,0.30387875526378305,False
2354,27037.3736,27037.4688,18,5,0.5651051270882741,0.07984031936127745,0.5651051270882741,False
2357,27049.2264,27049.3296,21,6,-0.7517619924373071,0.005988023952095809,0.7517619924373071,True
2359,27063.0592,27063.196,26,7,0.2296898000451019,0.5389221556886228,0.2296898000451019,False
2364,27090.3968,27090.4824,19,5,-0.1730606949974719,0.5269461077844312,0.1730606949974719,False
2365,27091.9136,27092.0328,27,6,-0.10540230748703984,0.7325349301397206,0.10540230748703984,False
2369,27110.988,27111.0696,20,5,-0.22971895781906077,0.40119760479041916,0.22971895781906077,False
2371,27128.5768,27128.7648,33,10,0.006585484066689817,0.9760479041916168,0.006585484066689817,False
2372,27129.6128,27129.776,34,9,0.10284759320795087,0.6806387225548902,0.10284759320795087,False
2373,27129.8816,27129.988,30,6,-0.5254380307926106,0.1437125748502994,0.5254380307926106,False
2382,27171.5032,27171.5936,18,5,-0.13381916988763284,0.6926147704590818,0.13381916988763284,False
2385,27195.552,27195.7336,31,10,0.8241793098597757,0.001996007984031936,0.8241793098597757,True
2386,27196.4824,27196.5976,24,6,-0.7761934982728874,0.001996007984031936,0.7761934982728874,True
2390,27206.164,27206.3368,24,9,-0.3266325365712985,0.24550898203592814,0.3266325365712985,False
2394,27214.544,27214.7232,35,9,0.3825848462341553,0.20758483033932135,0.3825848462341553,False
2403,27258.4128,27258.5088,16,5,-0.4363737581691718,0.2155688622754491,0.4363737581691718,False
2405,27265.4416,27265.5624,21,7,0.3701346856055803,0.059880239520958084,0.3701346856055803,False
2409,27302.428,27302.5264,27,5,0.8223516147944072,0.02594810379241517,0.8223516147944072,True
2412,27457.7048,27457.8248,29,7,-0.14599896676213237,0.6986027944111777,0.14599896676213237,False
2421,27499.3056,27499.42,40,6,0.905806034703947,0.003992015968063872,0.905806034703947,True
2424,27509.9744,27510.1008,30,7,0.7105823261387443,0.02594810379241517,0.7105823261387443,True
2428,27528.9912,27529.1032,27,6,0.08409433702113785,0.7944111776447106,0.08409433702113785,False
2430,27532.0792,27532.2304,35,8,0.8924928378269141,0.001996007984031936,0.8924928378269141,True
2439,27554.5744,27554.6592,21,5,0.5261388585231254,0.18163672654690619,0.5261388585231254,False
2446,27600.3216,27600.4784,29,8,0.3774579512804708,0.19760479041916168,0.3774579512804708,False
2449,27608.2192,27608.3712,32,8,0.0193719515424325,0.9321357285429142,0.0193719515424325,False
2455,27618.4208,27618.5056,16,5,-0.5872664912966264,0.043912175648702596,0.5872664912966264,True
2456,27618.8584,27618.9856,30,7,0.025937951174277815,0.936127744510978,0.025937951174277815,False
2465,27630.36,27630.4912,33,7,-0.375334489352717,0.20159680638722555,0.375334489352717,False
2481,27659.0408,27659.1472,26,6,0.7065912909806075,0.02594810379241517,0.7065912909806075,True
2484,27660.0808,27660.168,22,5,-0.5517841660773058,0.0998003992015968,0.5517841660773058,False
2485,27662.6344,27662.736,20,6,0.2939052170965169,0.3912175648702595,0.2939052170965169,False
2499,27685.5888,27685.7072,38,6,0.7824898387774362,0.04790419161676647,0.7824898387774362,True
2511,27708.3568,27708.576,45,11,-0.1351758380215618,0.5548902195608783,0.1351758380215618,False
2514,27712.2736,27712.3768,23,6,-0.41503445314359066,0.0658682634730539,0.41503445314359066,False
2534,27745.7152,27745.812,14,5,-0.26777205394131026,0.5808383233532934,0.26777205394131026,False
2537,27756.968,27757.0744,25,6,0.22830273386103625,0.5728542914171657,0.22830273386103625,False
2539,27759.0832,27759.1672,9,5,-0.02170729292077273,0.9640718562874252,0.02170729292077273,False
2541,27760.5392,27760.6272,18,5,0.7529544721201482,0.03792415169660679,0.7529544721201482,True
2549,27771.9576,27772.0664,35,6,-0.33068527645639945,0.2654690618762475,0.33068527645639945,False
2553,27785.1504,27785.3416,37,10,0.052933690086368154,0.8542914171656687,0.052933690086368154,False
2569,27812.6632,27812.7848,31,7,0.5231086830653296,0.05788423153692615,0.5231086830653296,False
2582,27830.7768,27830.872,23,5,0.35622691910265325,0.4411177644710579,0.35622691910265325,False
2586,27833.9904,27834.0848,17,5,0.3228746655112291,0.3912175648702595,0.3228746655112291,False
2604,27883.3056,27883.3936,21,5,0.6662123380587643,0.031936127744510975,0.6662123380587643,True
2630,27986.0816,27986.232,22,8,-0.40828582412594633,0.13572854291417166,0.40828582412594633,False
2637,28002.1016,28002.232,34,7,0.21590075904559503,0.5249500998003992,0.21590075904559503,False
2680,28126.3584,28126.5344,26,9,-0.34487170025915476,0.17764471057884232,0.34487170025915476,False
2695,28164.6472,28164.7728,30,7,0.742034653821082,0.003992015968063872,0.742034653821082,True
2708,28197.6544,28197.8064,34,8,-0.4065889656674938,0.09181636726546906,0.4065889656674938,False
2722,28214.7048,28214.8272,37,7,-0.9395221678474641,0.001996007984031936,0.9395221678474641,True
2725,28217.7576,28217.8408,23,5,-0.0644986119742219,0.8622754491017964,0.0644986119742219,False
2731,28225.9736,28226.0656,21,5,0.8225508024453725,0.041916167664670656,0.8225508024453725,True
2745,28257.9928,28258.0728,20,5,0.7125650181375637,0.033932135728542916,0.7125650181375637,True
2751,28267.0,28267.0832,18,5,-0.5696684358752402,0.011976047904191617,0.5696684358752402,True
2755,28275.5184,28275.6272,25,6,0.5683166871780766,0.0499001996007984,0.5683166871780766,True
2760,28297.548,28297.6616,24,6,0.7709473292543018,0.031936127744510975,0.7709473292543018,True
2763,28300.3392,28300.4448,18,6,0.4309208826882821,0.18163672654690619,0.4309208826882821,False
2770,28305.4896,28305.608,29,6,-0.5179620101032969,0.25349301397205587,0.5179620101032969,False
2771,28307.8848,28307.9776,19,5,0.6381798787869245,0.029940119760479042,0.6381798787869245,True
2801,28345.7152,28345.8056,25,5,0.438130801907231,0.24550898203592814,0.438130801907231,False
2823,28425.6008,28425.7232,29,7,-0.4945256026475503,0.031936127744510975,0.4945256026475503,True
2825,28445.7264,28445.8288,29,6,0.794948933797218,0.00998003992015968,0.794948933797218,True
2828,28500.1848,28500.2968,21,6,-0.4443402824439391,0.11177644710578842,0.4443402824439391,False
2830,28510.3944,28510.4912,21,5,-0.35056584949557995,0.2834331337325349,0.35056584949557995,False
2835,28561.6064,28561.6992,21,5,-0.32916646713197284,0.4411177644710579,0.32916646713197284,False
2845,28665.3184,28665.424,21,6,0.18490651603872324,0.5449101796407185,0.18490651603872324,False
2850,28673.7208,28673.8184,28,5,0.7639733765922923,0.017964071856287425,0.7639733765922923,True
2851,28678.5232,28678.796,61,14,0.20605702343269966,0.3872255489021956,0.20605702343269966,False
2855,28697.3352,28697.416,23,5,0.3364927983105035,0.2954091816367265,0.3364927983105035,False
2861,28714.4768,28714.5824,31,6,-0.6103091229547887,0.04590818363273453,0.6103091229547887,True
2872,28746.0504,28746.2224,35,9,-0.8902549808418824,0.001996007984031936,0.8902549808418824,True
2905,28809.2472,28809.48,38,12,-0.04880483512621508,0.8063872255489022,0.04880483512621508,False
2907,28817.4928,28817.5752,26,5,0.2080167612308561,0.5968063872255489,0.2080167612308561,False
2909,28823.8792,28823.9728,16,5,0.731284840982219,0.001996007984031936,0.731284840982219,True
2911,28831.1712,28831.252,20,5,-0.16393859221667653,0.5548902195608783,0.16393859221667653,False
2927,28859.9008,28860.0088,25,6,0.13261851620357154,0.7265469061876247,0.13261851620357154,False
2947,28908.1728,28908.2928,28,7,-0.8186750234392286,0.015968063872255488,0.8186750234392286,True
2952,28915.9144,28915.996,20,5,0.652902471519894,0.00998003992015968,0.652902471519894,True
2968,28950.248,28950.328,21,5,0.19818864588930668,0.5189620758483033,0.19818864588930668,False
2984,28997.2728,28997.372,23,5,0.6619430283601201,0.06387225548902195,0.6619430283601201,False
3004,29032.3312,29032.4336,24,6,-0.39822540058516975,0.3313373253493014,0.39822540058516975,False
3022,29069.6912,29069.8248,30,7,0.2235905307243399,0.4930139720558882,0.2235905307243399,False
3023,29080.9648,29081.0856,18,7,-0.23387934198909055,0.3772455089820359,0.23387934198909055,False
3024,29085.224,29085.3232,25,5,0.5096559521332356,0.1596806387225549,0.5096559521332356,False
3038,29121.672,29121.7936,27,7,0.34867515971489854,0.22954091816367264,0.34867515971489854,False
3048,29140.4464,29140.5704,39,7,-0.7842037555053267,0.013972055888223553,0.7842037555053267,True
3061,29181.5192,29181.6048,23,5,0.6421914717191718,0.01996007984031936,0.6421914717191718,True
3065,29194.0904,29194.1968,26,6,0.5994735661638363,0.015968063872255488,0.5994735661638363,True
3079,29233.8032,29233.9216,23,6,-0.14830958203270111,0.6826347305389222,0.14830958203270111,False
3092,29248.552,29248.64,13,5,-0.019135928232165464,0.9221556886227545,0.019135928232165464,False
3102,29390.9456,29391.028,21,5,0.8731757336848648,0.003992015968063872,0.8731757336848648,True
3113,29416.3888,29416.4728,26,5,-0.30691329907166964,0.5069860279441117,0.30691329907166964,False
3125,29440.2064,29440.3888,31,10,0.027343487464343588,0.8942115768463074,0.027343487464343588,False
3134,29462.9304,29463.0376,26,6,-0.8422599824725017,0.001996007984031936,0.8422599824725017,True
3151,29523.424,29523.5072,19,5,0.4471649704487514,0.11177644710578842,0.4471649704487514,False
3153,29526.592,29526.688,30,5,-0.494459371611929,0.20958083832335328,0.494459371611929,False
3159,29539.8256,29539.9416,27,6,0.39842494610434154,0.20359281437125748,0.39842494610434154,False
3165,29552.2256,29552.332,34,6,0.30607970344431806,0.38922155688622756,0.30607970344431806,False
3181,29583.2576,29583.3384,17,5,0.06789917533724217,0.7425149700598802,0.06789917533724217,False
3190,29610.8256,29610.9816,34,8,0.26921497984146414,0.3153692614770459,0.26921497984146414,False
3201,29631.588,29631.668,26,5,0.7660441851031061,0.06187624750499002,0.7660441851031061,False
3223,29674.3888,29674.4824,25,5,-0.43679040017524956,0.3153692614770459,0.43679040017524956,False
3228,29680.9656,29681.1032,31,7,-0.5104254672121933,0.043912175648702596,0.5104254672121933,True
3248,29745.876,29745.9768,30,6,0.47757173694717836,0.20359281437125748,0.47757173694717836,False
3253,29847.412,29847.572,27,9,-0.1180528709225238,0.500998003992016,0.1180528709225238,False
3254,29852.3464,29852.5104,31,9,0.9378656946990951,0.001996007984031936,0.9378656946990951,True
3258,29877.192,29877.2832,18,5,-0.002056728373634982,0.9860279441117764,0.002056728373634982,False
3261,29877.8736,29877.9656,18,5,0.28272661532748083,0.5149700598802395,0.28272661532748083,False
3276,29920.52,29920.6392,25,6,-0.3010485209183633,0.3872255489021956,0.3010485209183633,False
3283,29942.8872,29943.096,45,11,-0.541574837974463,0.05788423153692615,0.541574837974463,False
3287,29956.4888,29956.6056,33,6,0.4313269218869558,0.24550898203592814,0.4313269218869558,False
3299,30004.9704,30005.1072,32,7,0.5509202642460577,0.08982035928143713,0.5509202642460577,False
3312,30031.4128,30031.5432,30,7,-0.39363705949537375,0.23353293413173654,0.39363705949537375,False
3313,30031.5864,30031.6744,19,5,-0.30642747029242057,0.40718562874251496,0.30642747029242057,False
3345,30130.5312,30130.7112,42,10,0.6824449499373945,0.001996007984031936,0.6824449499373945,True
3353,30149.124,30149.2264,26,6,-0.2760859462530673,0.3812375249500998,0.2760859462530673,False
3359,30213.2384,30213.3208,20,5,0.11291978467822399,0.7005988023952096,0.11291978467822399,False
3363,30227.644,30227.8032,35,8,0.3988750057999241,0.21157684630738524,0.3988750057999241,False
3369,30235.7496,30235.8384,23,5,-0.5257768147833086,0.2275449101796407,0.5257768147833086,False
3380,30314.0048,30314.1552,37,8,0.8513668945610785,0.001996007984031936,0.8513668945610785,True
3386,30384.2384,30384.4128,43,9,-0.5174224742172033,0.11177644710578842,0.5174224742172033,False
3387,30384.4888,30384.6408,33,8,0.21381717960761035,0.5409181636726547,0.21381717960761035,False
3402,30596.248,30596.3408,35,5,0.25727907712890546,0.3812375249500998,0.25727907712890546,False
3405,30624.4088,30624.4928,19,5,0.5063222572192473,0.31736526946107785,0.5063222572192473,False
3409,30693.5264,30693.6224,30,5,-0.2892622383014213,0.5089820359281437,0.2892622383014213,False
3413,30704.572,30704.6784,26,6,0.5074943631801482,0.09580838323353294,0.5074943631801482,False
3417,30760.7144,30760.9288,44,11,-0.3675645078353895,0.20958083832335328,0.3675645078353895,False
3419,30761.1392,30761.228,32,5,0.8219997890319004,0.05788423153692615,0.8219997890319004,False
3423,30775.8016,30775.924,30,7,0.5019200210991601,0.10978043912175649,0.5019200210991601,False
3429,30790.8952,30791.1016,44,11,-0.5480908856147528,0.015968063872255488,0.5480908856147528,True
3433,30821.7088,30821.8368,36,7,0.9049765465336096,0.001996007984031936,0.9049765465336096,True
3453,30886.6272,30886.7752,31,8,0.477025588595904,0.11976047904191617,0.477025588595904,False
3454,30886.8072,30886.8992,33,5,-0.23866359987138488,0.5249500998003992,0.23866359987138488,False
3458,30901.3552,30901.5672,41,11,-0.7641235051865413,0.003992015968063872,0.7641235051865413,True
3462,30915.7976,30916.048,48,13,0.5651722988178393,0.03992015968063872,0.5651722988178393,True
3469,30936.064,30936.1744,22,6,-0.12675578561896864,0.6347305389221557,0.12675578561896864,False
3477,30943.3704,30943.4712,24,6,0.1612895449251357,0.6407185628742516,0.1612895449251357,False
3504,31012.4464,31012.5808,34,7,0.18688341575643358,0.562874251497006,0.18688341575643358,False
3506,31017.5344,31017.6152,17,5,-0.2912165608227449,0.37325349301397204,0.2912165608227449,False
3507,31019.8008,31020.032,45,12,0.35637663308257134,0.08183632734530938,0.35637663308257134,False
3532,31088.8144,31088.9472,34,7,-0.5167135080809165,0.06187624750499002,0.5167135080809165,False
3536,31105.256,31105.4736,44,11,-0.5585202494502458,0.007984031936127744,0.5585202494502458,True
3551,31140.0672,31140.172,25,6,-0.0670932374883509,0.8602794411177644,0.0670932374883509,False
3557,31150.8768,31150.9888,27,6,-0.18148442083739105,0.6706586826347305,0.18148442083739105,False
3578,31205.1256,31205.2192,30,5,-0.4464741530734066,0.26147704590818366,0.4464741530734066,False
3585,31224.9528,31225.036,14,5,-0.21320449737881225,0.4411177644710579,0.21320449737881225,False
3599,31275.5072,31275.6272,19,7,0.44435260698360396,0.017964071856287425,0.44435260698360396,True
3611,31290.4824,31290.6056,27,7,-0.200452712111638,0.281437125748503,0.200452712111638,False
3620,31326.8384,31326.9696,36,7,0.7099247475631276,0.013972055888223553,0.7099247475631276,True
3631,31360.116,31360.2064,19,5,-0.525509309801169,0.1377245508982036,0.525509309801169,False
3652,31471.8216,31471.908,25,5,-0.7720020664347427,0.005988023952095809,0.7720020664347427,True
3655,31479.6,31479.712,29,6,-0.14109754141604364,0.7465069860279441,0.14109754141604364,False
3657,31551.5952,31551.6888,26,5,0.3557544846366704,0.3013972055888224,0.3557544846366704,False
3660,31589.5208,31589.684,40,9,-0.8535149595600168,0.001996007984031936,0.8535149595600168,True
3666,31626.9672,31627.0952,27,7,0.5153377864866711,0.13572854291417166,0.5153377864866711,False
3670,31630.4712,31630.6056,38,7,0.07005948199410154,0.8323353293413174,0.07005948199410154,False
3673,31660.6728,31660.7704,25,5,0.5066615428986105,0.16367265469061876,0.5066615428986105,False
3675,31662.612,31662.696,20,5,-0.043973498275457504,0.9161676646706587,0.043973498275457504,False
3677,31674.8832,31675.0848,36,11,-0.5607964611683769,0.023952095808383235,0.5607964611683769,True
3683,31697.64,31697.7968,35,8,0.7173910227213405,0.003992015968063872,0.7173910227213405,True
3686,31701.2328,31701.3424,25,6,-0.40124699845812833,0.05588822355289421,0.40124699845812833,False
3689,31708.5568,31708.6888,34,7,0.8382958791619198,0.005988023952095809,0.8382958791619198,True
3694,31716.6816,31716.8208,44,7,-0.11516505142638211,0.7025948103792415,0.11516505142638211,False
3698,31723.5064,31723.62,29,6,0.5724439684172588,0.08383233532934131,0.5724439684172588,False
3706,31750.9368,31751.1208,49,10,0.7754632766822935,0.001996007984031936,0.7754632766822935,True
3711,31755.8696,31755.9696,32,6,0.8511480614426138,0.001996007984031936,0.8511480614426138,True
3712,31762.3952,31762.5504,27,8,-0.13184909333924905,0.6367265469061876,0.13184909333924905,False
3727,31802.2472,31802.3696,24,7,-0.6296530151631906,0.00998003992015968,0.6296530151631906,True
3729,31803.724,31803.8192,23,5,0.041955458508479954,0.906187624750499,0.041955458508479954,False
3734,31817.4368,31817.5192,23,5,0.1458242470636781,0.654690618762475,0.1458242470636781,False
3735,31818.3256,31818.4456,30,7,0.18599072774471315,0.6207584830339321,0.18599072774471315,False
3739,31827.2328,31827.3408,29,6,0.18192996864009853,0.5728542914171657,0.18192996864009853,False
3744,31843.5088,31843.6488,26,8,0.13637753000669586,0.5548902195608783,0.13637753000669586,False
3749,31854.2152,31854.3304,35,6,0.28029782178172474,0.4750499001996008,0.28029782178172474,False
3762,31879.7856,31879.8768,21,5,0.8754684158574755,0.001996007984031936,0.8754684158574755,True
3774,31899.0728,31899.2032,32,7,-0.4878442219176591,0.1996007984031936,0.4878442219176591,False
3783,31917.0128,31917.1568,45,8,0.7917178150759849,0.005988023952095809,0.7917178150759849,True
3809,31970.9904,31971.0752,28,5,-0.2053206581685929,0.49500998003992014,0.2053206581685929,False
3810,31974.4312,31974.5688,25,7,0.6611159389210174,0.0499001996007984,0.6611159389210174,True
3813,31979.8528,31979.9936,26,8,-0.6987408910635906,0.003992015968063872,0.6987408910635906,True
3817,31990.528,31990.6592,27,7,0.7898128783582118,0.003992015968063872,0.7898128783582118,True
3824,32010.8872,32011.028,35,8,-0.7596191457164285,0.005988023952095809,0.7596191457164285,True
3840,32061.4672,32061.576,23,6,0.595620368799289,0.003992015968063872,0.595620368799289,True
3844,32066.5776,32066.708,39,7,-0.923076534471953,0.001996007984031936,0.923076534471953,True
3850,32081.7928,32081.8816,23,5,0.13330930457928883,0.688622754491018,0.13330930457928883,False
3854,32094.184,32094.2848,19,6,0.23173124660791253,0.469061876247505,0.23173124660791253,False
3857,32252.2664,32252.516,48,13,0.02573878094879219,0.8982035928143712,0.02573878094879219,False
3858,32270.8672,32270.9824,27,6,0.8716535356980569,0.001996007984031936,0.8716535356980569,True
3859,32271.0232,32271.128,25,6,0.6626845858721768,0.007984031936127744,0.6626845858721768,True
3860,32271.2408,32271.3568,33,6,0.5950331009892951,0.12974051896207583,0.5950331009892951,False
3868,32301.9944,32302.0776,21,5,0.7437706524573593,0.041916167664670656,0.7437706524573593,True
3875,32319.1,32319.2328,29,7,-0.7291791164378157,0.003992015968063872,0.7291791164378157,True
3882,32347.9448,32348.1992,54,13,-0.19754257225118388,0.405189620758483,0.19754257225118388,False
3887,32369.3304,32369.4672,31,7,-0.2538847842908086,0.4151696606786427,0.2538847842908086,False
3899,32383.4584,32383.5672,26,6,-0.13329157923722712,0.7285429141716567,0.13329157923722712,False
3910,32414.4,32414.58,40,10,-0.6328247534020857,0.04590818363273453,0.6328247534020857,True
3938,32472.4408,32472.6104,40,9,0.3522503307260185,0.2055888223552894,0.3522503307260185,False
3948,32542.3832,32542.488,26,6,0.6692872056473912,0.015968063872255488,0.6692872056473912,True
3956,32562.0056,32562.1168,24,6,0.5149510236152479,0.1656686626746507,0.5149510236152479,False
3967,32587.3832,32587.4664,16,5,0.2825842423943783,0.437125748502994,0.2825842423943783,False
3970,32588.1488,32588.2352,16,5,0.2548538612042247,0.48502994011976047,0.2548538612042247,False
4004,32667.2528,32667.5048,46,13,0.743565792047946,0.001996007984031936,0.743565792047946,True
4008,32676.2912,32676.4544,42,9,0.057547736181217043,0.8403193612774451,0.057547736181217043,False
4011,32690.1872,32690.2816,28,5,0.3897848721433466,0.25149700598802394,0.3897848721433466,False
4024,32749.1856,32749.2952,33,6,-0.7329840584894671,0.015968063872255488,0.7329840584894671,True
4035,32783.9024,32784.0144,34,6,-0.5998602398430523,0.14570858283433133,0.5998602398430523,False
4038,32959.8216,32959.9176,30,5,-0.3918336645375431,0.38922155688622756,0.3918336645375431,False
4039,32963.9936,32964.1096,37,6,0.1800248820840933,0.6127744510978044,0.1800248820840933,False
4040,32973.4496,32973.5832,28,7,-0.6807345564516589,0.005988023952095809,0.6807345564516589,True
4048,33004.4488,33004.5776,42,7,-0.4078124686686056,0.10778443113772455,0.4078124686686056,False
4049,33006.7408,33006.908,46,9,-0.7817681514186369,0.007984031936127744,0.7817681514186369,True
4076,33101.3992,33101.48,22,5,0.3352847641042741,0.405189620758483,0.3352847641042741,False
4085,33178.3608,33178.4448,15,5,-0.5843520557076259,0.11776447105788423,0.5843520557076259,False
4090,33217.4792,33217.5872,24,6,0.9043620357522067,0.001996007984031936,0.9043620357522067,True
4099,33345.9816,33346.1336,38,8,0.9141530787010145,0.001996007984031936,0.9141530787010145,True
4109,33411.5384,33411.6544,25,6,-0.18515248085630745,0.49500998003992014,0.18515248085630745,False
4114,33487.9288,33488.1504,48,12,-0.18533748998668811,0.44510978043912175,0.18533748998668811,False
4120,33588.472,33588.5864,29,6,-0.14157472542053048,0.7385229540918163,0.14157472542053048,False
4132,33632.6416,33632.768,32,7,0.2524777234512514,0.32934131736526945,0.2524777234512514,False
4133,33636.1296,33636.292,43,9,-0.7706778235626155,0.001996007984031936,0.7706778235626155,True
4136,33638.5416,33638.648,26,6,0.018119268220222088,0.9141716566866267,0.018119268220222088,False
4143,33671.0048,33671.1368,34,7,0.7815355293726945,0.00998003992015968,0.7815355293726945,True
4146,33675.1552,33675.2872,31,7,0.02733397688011424,0.8962075848303394,0.02733397688011424,False
4147,33675.628,33675.74,27,6,0.07769277153767994,0.7584830339321357,0.07769277153767994,False
4156,33705.4016,33705.5104,24,6,-0.33653493612119956,0.1996007984031936,0.33653493612119956,False
4165,33716.036,33716.172,23,7,-0.058779464865651346,0.8502994011976048,0.058779464865651346,False
4185,33819.44,33819.5328,27,5,0.5713831600000601,0.06387225548902195,0.5713831600000601,False
4201,33878.2856,33878.5168,51,12,-0.846399124234569,0.001996007984031936,0.846399124234569,True
4244,34102.4128,34102.5176,29,6,-0.5530665092073198,0.1277445109780439,0.5530665092073198,False
4248,34184.4384,34184.5696,30,7,0.676728400622041,0.001996007984031936,0.676728400622041,True
4250,34196.1248,34196.2128,21,5,0.3184436875300803,0.3772455089820359,0.3184436875300803,False
4255,34244.9208,34245.0016,21,5,-0.055579772209535486,0.8502994011976048,0.055579772209535486,False
4263,34262.0528,34262.1368,23,5,-0.6611568928109526,0.05389221556886228,0.6611568928109526,False
4269,34270.2624,34270.3888,35,7,-0.9413404369592883,0.001996007984031936,0.9413404369592883,True
4277,34297.4096,34297.5096,21,6,0.7354101566584558,0.001996007984031936,0.7354101566584558,True
4278,34303.8824,34304.0328,32,8,0.6168518681369171,0.06387225548902195,0.6168518681369171,False
4303,34356.8224,34356.9216,20,5,0.2558568501810089,0.5708582834331337,0.2558568501810089,False
4311,34381.4632,34381.5896,26,7,0.3196963225662023,0.32934131736526945,0.3196963225662023,False
4325,34436.5264,34436.628,30,6,-0.30675789151738053,0.3772455089820359,0.30675789151738053,False
4329,34449.0752,34449.1728,23,5,0.33022621536121644,0.3193612774451098,0.33022621536121644,False
4334,34452.4496,34452.5608,21,6,-0.07205801801865909,0.7644710578842315,0.07205801801865909,False
4337,34471.7208,34471.8416,24,7,-0.007952457287344877,0.9720558882235529,0.007952457287344877,False
4347,34497.4072,34497.5328,31,7,0.7292627359407018,0.007984031936127744,0.7292627359407018,True
4361,34547.988,34548.0976,29,6,0.2445715758527366,0.5089820359281437,0.2445715758527366,False
4362,34549.1584,34549.2872,27,7,0.21916054541062133,0.4930139720558882,0.21916054541062133,False
4370,34558.1312,34558.304,37,9,-0.3643419207941164,0.1437125748502994,0.3643419207941164,False
4374,34835.2512,34835.3328,23,5,0.549956694499123,0.06986027944111776,0.549956694499123,False
4376,34842.8528,34842.9832,30,7,-0.1539354216345492,0.6427145708582834,0.1539354216345492,False
