session,unit,n_spikes,rate,mrl,mrl_unbiased,pref_phase,rayleigh_z,rayleigh_p,mrl_null_mean,mrl_null_p95,mrl_z,shuffle_p,burst,cell_type,mrl_cooled,pref_phase_cooled,n_spikes_cooled,rate_cooled,mrl_null_cooled,shuffle_p_cooled
Peter-MS21-180628-155921-concat,1860,485,0.3839389928065072,0.06940408448609119,0.052542968790015104,4.631746193520942,2.3362095675259544,0.09665425358767223,0.04434333925013041,0.08284344637027097,1.2374516690281412,0.13432835820895522,3.6666666666666674,pyramidal,,,,,,
Peter-MS21-180628-155921-concat,1863,2513,1.9893581214902114,0.04315180740516343,0.03827179880328306,4.611647393478372,4.6794032261011145,0.00927296871030857,0.020325958852475557,0.036931919534950626,2.1754403569111576,0.029850746268656716,2.2278481012658227,pyramidal,0.041178117376702135,4.356623172641381,449.0,1.8215837798715397,0.04881787918576797,0.5422885572139303
Peter-MS21-180628-155921-concat,1899,1244,0.9847837258789586,0.0219474128908081,0.0,5.561772233401151,0.5992210321539143,0.5493319796221556,0.03246045551290014,0.06644715686865693,-0.5862374504241041,0.6766169154228856,5.744444444444445,pyramidal,,,,,,
Peter-MS21-180628-155921-concat,1903,1673,1.3243916184851268,0.04132808391999302,0.03333085557690823,5.848951258783428,2.85750160079313,0.05739098597389106,0.021324529013266726,0.04353428075702479,1.6495425038365223,0.06467661691542288,2.9967948717948723,pyramidal,0.11638686635385868,5.449315954165994,230.0,0.93310527699433,0.06501990690789965,0.1044776119402985
Peter-MS21-180628-155921-concat,1908,3607,2.8553978289754047,0.056202197888968936,0.053686566434833514,4.555070306980005,11.393384180515824,1.1186370602447183e-05,0.01726148579970073,0.0315393047428166,4.498552249182053,0.004975124378109453,2.8817891373801916,pyramidal,0.10458098889556366,3.0007434041964944,547.0,2.219167767460428,0.045597528289433364,0.014925373134328358
Peter-MS21-180628-155921-concat,1940,2306,1.8254913761068157,0.11958530180142944,0.11778373874041706,5.463990047509754,32.97728600240125,4.263185247831629e-15,0.020962969407679853,0.04028488400213852,9.216273272931879,0.004975124378109453,2.8014981273408246,pyramidal,0.14219491927322422,5.1796858381112045,428.0,1.7363872111024923,0.045983724902590825,0.004975124378109453
Peter-MS21-180628-155921-concat,1947,2230,1.7653277401206413,0.03095001324317764,0.022576567323798848,4.801109874958141,2.136124403048903,0.11810786005960677,0.02518692851666393,0.0493431195751196,0.44966550660275556,0.3283582089552239,2.6244616709732997,pyramidal,0.11377098927874048,5.124305249446982,597.0,2.422016740720065,0.062243143781218556,0.06965174129353234
Peter-MS21-180628-155921-concat,1950,267,0.2113643527409019,0.234708022649414,0.22701443699107282,6.133732261447755,14.708457524231424,3.4192565611852533e-07,0.08257304601315965,0.1485745711089746,3.708838039339606,0.004975124378109453,7.516666666666666,pyramidal,,,,,,
Peter-MS21-180628-155921-concat,1953,2991,2.367755726771676,0.029105270756947608,0.022648442373613544,1.609556765745065,2.5337263064331714,0.07935376576376385,0.017773117648197403,0.03431431626887835,1.2090082477454964,0.12437810945273632,2.1942257217847776,pyramidal,0.055565984482250155,3.832147244828704,1046.0,4.243600520591605,0.03469504792914511,0.14427860696517414
Peter-MS21-180628-155921-concat,1954,28974,22.936594592939667,0.09473170545443214,0.09455099610841923,3.5730897497551792,260.01545803437745,6.989851898952394e-114,0.006541128154807678,0.011681466512984537,27.281572029415905,0.004975124378109453,0.8444058833250704,interneuron,0.22168953565673782,3.291697049020111,5099.0,20.686538293017776,0.01747398316511626,0.004975124378109453
