session,unit,n_cooled,n_normal,rate_cooled,rate_normal,mrl_cooled_matched,mrl_normal_matched,mrl_cooled,mrl_normal,pref_cooled,pref_normal,rayleigh_p_cooled
Peter-MS21-180629-110332-concat,1698,819,2719,2.2766314277571547,2.5357377922154525,0.12907830178690713,0.03674087197585173,0.12935651784270472,0.041269517003477724,2.3447922988384016,3.901041862689825,1.0636309164343403e-06
Peter-MS21-180629-110332-concat,1725,1260,2995,3.5025098888571606,2.793135229012608,0.09095745994467218,0.06976393631691721,0.09008078766407733,0.06335064912055857,3.9334536107033524,3.80808826479471,3.567403044944375e-05
Peter-MS21-180629-110332-concat,1767,338,1684,0.9395621765346986,1.5704974042261206,0.18391776679085298,0.15761045662738243,0.18391776679085298,0.11803806406451185,4.590631195360972,4.98771517873036,9.985792820385277e-06
Peter-MS21-180629-110332-concat,1772,431,1246,1.198080763569394,1.1620188632219397,0.30842307275155867,0.17337160744897215,0.3101372535987228,0.23478663777644723,4.932463592416543,4.713412874892922,4.469545161398502e-19
Peter-MS21-180629-110332-concat,1778,590,1288,1.640064154306131,1.2011880383867242,0.1433173524558053,0.056036028984321515,0.14058034227075067,0.047370848711847165,4.524207877155652,4.23203282355016,8.22518310829827e-06
Peter-MS21-180629-110332-concat,1791,621,1458,1.7262370166510292,1.3597299378632328,0.13166326312290128,0.10057225487813352,0.13297171752309822,0.0656578682847159,4.049074860445858,4.6137748049958365,1.6366518410254136e-05
Peter-MS21-180629-110332-concat,1809,1218,3352,3.385759559228589,3.1260732179132757,0.1231920235167561,0.053688667511218625,0.12642331959879285,0.059249937946354476,4.417046176595141,4.847360534564614,3.273183315703066e-09
Peter-MS21-180629-110332-concat,1820,787,4215,2.187678795659195,3.9309065076087286,0.07712615210468224,0.049735365677386865,0.07712615210468224,0.011440037995897932,3.5742939969072434,4.343833018070747,0.009228817421801632
Peter-MS21-180629-110332-concat,1856,329,1377,0.9145442487571476,1.2841893857597197,0.05953953097143092,0.04577305897390219,0.0590147457457774,0.04032312922080416,3.9776910260098686,2.035527256457264,0.3181995489008665
Peter-MS21-180629-110332-concat,1863,527,925,1.4649386598632728,0.862654453033944,0.10789334674497308,0.04593966748045512,0.10039589987349135,0.04330695436514927,5.175479354949532,4.816789569816947,0.004891782115627578
Peter-MS21-180629-110332-concat,1913,483,551,1.3426287907285783,0.513862274185625,0.13264805913604855,0.044825067655123445,0.11442952282949125,0.022534523180499325,0.29251881829078175,0.6679278398579208,0.0017665783771748393
Peter-MS21-180629-110332-concat,1943,468,1319,1.3009322444326596,1.2300986200559698,0.06205664843289099,0.07264894411140702,0.056996412236946195,0.060266886894811245,2.124445671685348,4.689213880519415,0.21872275134891403
Peter-MS21-180629-110332-concat,1982,225,463,0.6254481944387787,0.43179352622131467,0.24596104231083551,0.07259448244077542,0.24104699312112648,0.10640015154732105,1.7902086181347603,2.0650758796348603,1.7792732932908811e-06
Peter-MS21-180629-110332-concat,1984,505,1390,1.4037837252959255,1.2963131780726294,0.0812073128984083,0.10000736055302158,0.08518630487850574,0.11586669160859397,3.667465084652451,4.554026915427039,0.02553597028884946
Peter-MS21-180629-110332-concat,1987,497,1638,1.3815455672714356,1.5275978314265948,0.13829444105272867,0.06657220104965896,0.13820601218791548,0.047831980625820114,3.6474673697082705,3.266344611357409,7.269065404671566e-05
Peter-MS21-180629-110332-concat,2086,259,826,0.7199603660428608,0.7703271115740948,0.16325994816251282,0.1500158635053849,0.16335128933208917,0.10772960974702493,4.844928178874277,5.11409484966334,0.0009641256513567266
Peter-MS21-180629-110332-concat,2092,583,1891,1.6206057660347022,1.763545481823987,0.0845968411221946,0.0499863010241149,0.08459684112219461,0.026229457061746692,2.167130145371817,1.0347800994647038,0.01535655341438841
