session,center,auc,null_mean,z
1191f865-b10a-45c8-9c48-24a980fd9402,0.2,0.7267094849631026,0.503633876558444,6.16899697669689
1191f865-b10a-45c8-9c48-24a980fd9402,0.25,0.6851029919832204,0.4983154212875012,4.192741274389633
1191f865-b10a-45c8-9c48-24a980fd9402,0.3,0.6706504975521121,0.5049081012237958,3.8975658449527213
1191f865-b10a-45c8-9c48-24a980fd9402,0.35,0.6637376207560274,0.49727047264439017,3.8360146623233082
1191f865-b10a-45c8-9c48-24a980fd9402,0.4,0.6931572024119814,0.50225445403936,4.7274996837268395
1f095590-6669-46c9-986b-ccaf0620c5e9,-1.1,0.5915704691715871,0.5074716077179969,1.4535508024909536
1f095590-6669-46c9-986b-ccaf0620c5e9,-1.05,0.5898992621168946,0.49941619507922225,2.0251401552455834
1f095590-6669-46c9-986b-ccaf0620c5e9,-1.0,0.56769893914273,0.49186998989402353,1.4360840637615633
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.95,0.5074192988364667,0.49898216119732974,0.1846936144555755
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.9,0.48321326522309993,0.49779189870181967,-0.2910151432320901
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.85,0.5008088202734176,0.49361516500733055,0.14626876166431305
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.8,0.5025457001936334,0.48867842571754133,0.24143271710705266
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.75,0.4663655730124074,0.5001119695672457,-0.6329380023489903
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.7,0.5382477819071492,0.4950856724210444,0.8600191820034132
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.65,0.591604946226758,0.48713241878217345,2.0153907285524277
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.6,0.599906848645545,0.507333386183518,1.7082681889934241
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.55,0.5818418601171081,0.4981927182875139,1.608027559821307
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.5,0.60671595167768,0.501335368951091,1.9899924629803496
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.45,0.5969848301930849,0.5018753389006512,1.7836660794760901
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.4,0.6035083836316101,0.5075240173761418,1.8747644084388555
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.35,0.6387662028655526,0.48919397593136776,2.746502775739919
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.3,0.5604752156713495,0.4892974022801419,1.4755588604926142
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.25,0.5289361983902484,0.4981351120790968,0.6018159183828877
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.2,0.45066336877168156,0.4941117452069873,-0.7160518206421191
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.15,0.5785729122893388,0.5031303925166569,1.3546780012907382
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.1,0.4383038883792623,0.4932679881913814,-1.0423504838856765
1f095590-6669-46c9-986b-ccaf0620c5e9,-0.05,0.4556817980092661,0.5019542911135624,-0.8381636096824605
1f095590-6669-46c9-986b-ccaf0620c5e9,0.0,0.5412145021989727,0.49742113937391536,0.7192885365124491
1f095590-6669-46c9-986b-ccaf0620c5e9,0.05,0.58700105572904,0.4986060356284665,1.5629409221035606
1f095590-6669-46c9-986b-ccaf0620c5e9,0.1,0.5867248363086426,0.48732054730005514,1.8479885374400251
1f095590-6669-46c9-986b-ccaf0620c5e9,0.15,0.6492972660824973,0.5007118537832829,2.2549955341142303
1f095590-6669-46c9-986b-ccaf0620c5e9,0.2,0.6860952639149391,0.4918983240688934,3.1898554415370484
1f095590-6669-46c9-986b-ccaf0620c5e9,0.25,0.6433137998038154,0.4999766738902217,2.5246646157963912
1f095590-6669-46c9-986b-ccaf0620c5e9,0.3,0.6779822515179611,0.49330369774071675,3.3926839856574182
1f095590-6669-46c9-986b-ccaf0620c5e9,0.35,0.6884056192668553,0.4940265357398308,3.3750044161584722
1f095590-6669-46c9-986b-ccaf0620c5e9,0.4,0.6987111067464539,0.5058753698531949,3.8649749068455113
20c112a1-8a42-44e0-a4cd-e5b932f7bda9,-1.1,0.5433682262298495,0.5034143124228528,0.5643319334536803
20c112a1-8a42-44e0-a4cd-e5b932f7bda9,-1.05,0.560559986578928,0.5077872842066832,0.6879924243960035
20c112a1-8a42-44e0-a4cd-e5b932f7bda9,-1.0,0.5539660110146414,0.5049051257037657,0.7804716190757761
20c112a1-8a42-44e0-a4cd-e5b932f7bda9,-0.95,0.5876942123980843,0.5022751456255291,1.291015656558684
20c112a1-8a42-44e0-a4cd-e5b932f7bda9,-0.9,0.49931170688074344,0.5042193770168747,-0.08888240182823615
20c112a1-8a42-44e0-a4cd-e5b932f7bda9,-0.85,0.5114775160055636,0.5034200739980643,0.1065181786980383
