session,draw,region,beta
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.03807838
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.02902803
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.027377468
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.029296663
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.029054316
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.03816586
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.022242758
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.001935901
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.05199355
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.011615024
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.06296808
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.0042153513
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.023019275
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.07750007
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.12153617
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.06421404
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.013595687
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.036839217
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.112479016
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.04269201
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.012997784
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.21951878
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.04910696
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.061852105
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.06742556
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,-0.034493312
1191f865-b10a-45c8-9c48-24a980fd9402,0,striatum,0.00023698683
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.030486835
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.06562985
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.04004603
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.11124946
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.020972617
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.07088431
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.11579734
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.01809984
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.029348722
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.045683764
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.059249766
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.048867065
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.0059047234
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.0801797
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.011896503
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.027889412
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.038360294
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.11611329
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.03239805
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.045599088
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.02738002
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.076172754
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.06783801
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.09971901
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.0681154
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.06620477
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.098527506
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.12659268
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.0893712
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.050436184
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.03374579
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.15053327
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.026610905
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.05540971
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.009151675
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.016347714
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.020333048
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.013144099
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.024513636
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.15437385
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.083683945
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.075533964
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.059863903
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.012348379
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.075272165
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.04586645
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.08371733
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.0030414627
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.045669504
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.049565352
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.13429636
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.03962753
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.13429742
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.088361
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.016316831
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.068648644
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.046421774
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.046974797
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.1197317
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.023104914
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.029214071
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.18203938
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.037384
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.071978144
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.021882163
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.09928792
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.034877114
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.016656483
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.026287334
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.0022617388
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.005272186
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.07386769
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.053159736
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.045437366
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.08588157
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.048270047
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.16220039
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.05005957
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.0041413633
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.07341626
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.12494499
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.07125369
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.07822518
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.034776688
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.11428824
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.047519054
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.010755264
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.0712605
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.05699912
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.0762374
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.016289761
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.058477383
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.02130479
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.049018208
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.023432737
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.10104479
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.06789804
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.012527535
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.019325556
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.010115102
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.005637111
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.004675408
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.040345017
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.06659925
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.08903489
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,-0.027650861
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.058716398
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.051504318
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.0254761
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.0057431185
1191f865-b10a-45c8-9c48-24a980fd9402,0,olfactory,0.0443692
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.20540038
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.13722727
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.17132463
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.13982758
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.05044914
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.006622573
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.06745425
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.062273093
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.22722068
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.005114265
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.09077561
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.051879138
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.1349981
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.10721663
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.07997786
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.029122306
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.040774353
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.1335407
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.15355732
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.14074495
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.042322967
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.011295116
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.006377099
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.009594806
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.039088193
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.10859632
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.08295914
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.07423244
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.10697534
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.03096796
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.050853316
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.05612483
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.0014374958
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.031139148
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.036139943
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.0909333
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.013774353
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.039795525
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.08724144
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.11413721
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.05886165
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.006186426
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.06449025
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.0062982254
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.006525833
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.0045124004
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.0035503574
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.3096417
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.00039446322
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.032109044
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.0800969
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.02659015
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.063781716
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.11099904
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.017157262
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.02585057
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.00063666666
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.0011944049
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.022042148
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.087901756
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.29233375
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.015948836
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.109199874
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.043106534
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.029967466
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.07505431
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.009806669
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.028894514
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.053884204
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.0121142715
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.009988285
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.22216195
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.010385748
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.061946537
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.057595074
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.009787752
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.02029535
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.16778755
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.035960734
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.06607084
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.038755465
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.059137344
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.0006746728
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.046859007
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.23304035
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.034028042
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.05408999
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.015858844
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.0020828065
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.011089782
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.020796627
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.06413863
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.009787018
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.0041192938
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.13854896
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.036061805
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.036581736
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.0013596504
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.25802535
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.0057901237
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.031441487
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.0029853296
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.011444585
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.074159905
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.0185905
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.027104924
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.02473245
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.01205686
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.0039376286
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.004793612
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.088285625
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.10004842
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.061273694
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.08670669
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.12789455
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.23000942
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.013311012
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.0736151
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.007281183
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.012854298
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.016807968
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.1523798
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.011574185
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.112167165
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.06461372
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.069965914
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.059559856
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.011776142
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.1302673
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.045653645
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.018234126
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.02937541
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.14054993
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.17084786
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.04655132
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.030012282
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.028081497
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.21114486
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.06093724
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.06738552
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.03365227
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.055800635
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.03596148
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.050408117
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.02487154
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.013313914
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.0012615697
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.016906912
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.07676797
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.08996101
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.058904048
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.0028032886
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.0011475375
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.09773607
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.031873707
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.09600119
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.1733682
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.034908943
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.1706194
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.006530999
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.037353814
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.15717071
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.029669506
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.04216843
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.23744886
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.013010349
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.008968722
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.041662585
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.20665379
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.019889316
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.0297064
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.07888867
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.047197018
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,0.12826183
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.012075629
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.18824889
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.046957303
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.046286106
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.047924604
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.05062156
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.03046921
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.069440305
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.018675579
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.027822366
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.012014558
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.055268656
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.20131284
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.18215084
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.20016712
1191f865-b10a-45c8-9c48-24a980fd9402,0,frontal_ctx,-0.029652439
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.009448287
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.012041824
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.02137575
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.1250254
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.005195841
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.009532683
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.054964732
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.03582834
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.056579627
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.013943599
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.19354376
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.06267202
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.06392652
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.011550576
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.023217758
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.025655592
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.20058613
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.03744155
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.020438462
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.03054291
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.012130501
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.09516819
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,-0.005160127
1191f865-b10a-45c8-9c48-24a980fd9402,0,cortex_other,0.030050894
1191f865-b10a-45c8-9c48-24a980fd9402,0,motor_ctx,0.13128531
