session,region,location,firing_rate,beta,significant
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,12.097376158718337,-0.008282404,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,9.150965448176576,-0.0431055,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,13.16990586088979,-0.005247862,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,12.360199892940813,0.034404885,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,9.94361398171906,0.003345003,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,11.43405082684956,-0.018622393,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,12.814484625603502,0.054755222,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,9.80071445470141,-0.005704747,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,18.719489928405945,-0.0484614,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,12.444094621348253,-0.004091635,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,2.130960912639578,0.009358018,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,15.754281228926418,0.006563771,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,10.047525087236158,-0.1209726,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,10.043521811814227,0.04136864,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,6.583299403640184,0.032531157,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,13.15615548009272,-0.008757274,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 2/3,10.845743395278722,0.02740616,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 2/3,10.756801058730588,0.06715885,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,12.283963604470982,-0.058280107,False
1191f865-b10a-45c8-9c48-24a980fd9402,cortex_other,Dorsal peduncular area,11.760926967822943,-0.015069916,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 2/3,10.433406026819753,-0.073846705,False
