session,group,n_units,rep,accuracy,shuffled
719161530,LGd,16,13,0.6688655462184874,0.25934173669467786
719161530,LGd,16,14,0.6321428571428571,0.26581232492997203
721123822,visual cortex,1,0,0.34107843137254906,0.2408963585434174
721123822,visual cortex,1,1,0.24239495798319327,0.2658683473389356
721123822,visual cortex,1,2,0.459859943977591,0.27595238095238095
721123822,visual cortex,1,3,0.39973389355742295,0.2641316526610645
721123822,visual cortex,1,4,0.36280112044817925,0.2408823529411765
721123822,visual cortex,1,5,0.27261904761904765,0.2307422969187675
721123822,visual cortex,1,6,0.6019607843137255,0.21740896358543416
721123822,visual cortex,1,7,0.4498179271708683,0.2674649859943978
721123822,visual cortex,1,8,0.3310224089635854,0.2357563025210084
721123822,visual cortex,1,9,0.411484593837535,0.22072829131652663
721123822,visual cortex,1,10,0.46168067226890763,0.25247899159663867
721123822,visual cortex,1,11,0.44983193277310923,0.24257703081232496
721123822,visual cortex,1,12,0.4347619047619048,0.23752100840336135
721123822,visual cortex,1,13,0.3427871148459384,0.2658963585434174
721123822,visual cortex,1,14,0.4247478991596639,0.26759103641456583
721123822,visual cortex,2,0,0.5935014005602242,0.27593837535014004
721123822,visual cortex,2,1,0.4197478991596639,0.23246498599439777
721123822,visual cortex,2,2,0.5450700280112045,0.260812324929972
721123822,visual cortex,2,3,0.39141456582633055,0.28266106442577027
721123822,visual cortex,2,4,0.4012324929971989,0.2324089635854342
721123822,visual cortex,2,5,0.47336134453781514,0.2557703081232493
721123822,visual cortex,2,6,0.3997058823529412,0.24411764705882355
721123822,visual cortex,2,7,0.5450980392156863,0.24585434173669468
721123822,visual cortex,2,8,0.38449579831932773,0.2157703081232493
721123822,visual cortex,2,9,0.4363865546218488,0.2341736694677871
721123822,visual cortex,2,10,0.3578711484593838,0.2491176470588235
721123822,visual cortex,2,11,0.5619047619047619,0.24418767507002798
721123822,visual cortex,2,12,0.42128851540616247,0.2307422969187675
721123822,visual cortex,2,13,0.5152100840336133,0.25582633053221293
721123822,visual cortex,2,14,0.4731512605042017,0.27763305322128856
721123822,visual cortex,4,0,0.42967787114845946,0.26263305322128855
721123822,visual cortex,4,1,0.7039915966386554,0.23931372549019608
721123822,visual cortex,4,2,0.5935854341736695,0.21071428571428572
721123822,visual cortex,4,3,0.6487955182072829,0.26586834733893555
721123822,visual cortex,4,4,0.42816526610644257,0.2624789915966387
721123822,visual cortex,4,5,0.6956722689075631,0.23071428571428573
721123822,visual cortex,4,6,0.5803221288515407,0.24750700280112045
721123822,visual cortex,4,7,0.6104621848739497,0.2743977591036414
721123822,visual cortex,4,8,0.5300420168067227,0.27096638655462185
721123822,visual cortex,4,9,0.4365126050420168,0.21896358543417369
721123822,visual cortex,4,10,0.7675910364145657,0.2524929971988795
721123822,visual cortex,4,11,0.8228011204481792,0.2492296918767507
721123822,visual cortex,4,12,0.5151400560224089,0.24581232492997201
721123822,visual cortex,4,13,0.5501120448179271,0.2576190476190476
721123822,visual cortex,4,14,0.6572128851540617,0.24408963585434176
721123822,visual cortex,8,0,0.7892857142857144,0.23906162464985994
721123822,visual cortex,8,1,0.891330532212885,0.2542016806722689
721123822,visual cortex,8,2,0.7055882352941175,0.27593837535014004
721123822,visual cortex,8,3,0.6938095238095239,0.2592717086834734
721123822,visual cortex,8,4,0.7842296918767506,0.24249299719887957
721123822,visual cortex,8,5,0.8711764705882352,0.2492717086834734
721123822,visual cortex,8,6,0.6487535014005602,0.2641316526610645
721123822,visual cortex,8,7,0.7407002801120448,0.2541736694677871
721123822,visual cortex,8,8,0.729047619047619,0.26756302521008407
721123822,visual cortex,8,9,0.7893417366946778,0.20571428571428574
721123822,visual cortex,8,10,0.620406162464986,0.24743697478991597
721123822,visual cortex,8,11,0.6270728291316526,0.2507983193277311
721123822,visual cortex,8,12,0.8329131652661065,0.2458683473389356
721123822,visual cortex,8,13,0.8260224089635854,0.2758263305322129
721123822,visual cortex,8,14,0.8160644257703081,0.2257563025210084
